timestamp,latitude,longitude,speed,acceleration,rpm,engine_temperature
2026-06-14 19:39:00,12.935181,77.624471,81.41,-13.374,2578.0,92.9
2026-06-14 19:39:01,12.934859,77.624367,63.82,-17.488,2610.0,100.7
2026-06-14 19:39:02,12.934517,77.624276,47.61,-16.208,2069.0,93.2
2026-06-14 19:39:03,12.934079,77.624051,69.54,21.954,2772.0,92.2
2026-06-14 19:39:04,12.933656,77.623982,71.59,1.915,2525.0,97.3
2026-06-14 19:39:05,12.933291,77.623821,71.87,0.361,3017.0,97.5
2026-06-14 19:39:06,12.932863,77.623693,76.36,4.478,2811.0,97.2
2026-06-14 19:39:07,12.932509,77.623524,96.51,19.97,2638.0,100.4
2026-06-14 19:39:08,12.932159,77.623372,92.84,-3.613,3092.0,101.9
2026-06-14 19:39:09,12.93179,77.623245,87.65,-5.286,2368.0,95.0
2026-06-14 19:39:10,12.931348,77.623157,96.44,8.637,2935.0,99.3
2026-06-14 19:39:11,12.931025,77.623054,94.47,-1.96,2673.0,98.5
2026-06-14 19:39:12,12.930603,77.622898,98.62,4.283,2926.0,99.8
2026-06-14 19:39:13,12.930215,77.622771,112.54,13.632,2919.0,95.3
2026-06-14 19:39:14,12.92988,77.622576,114.19,1.753,4225.0,100.4
2026-06-14 19:39:15,12.929419,77.62246,112.45,-1.721,3284.0,98.8
2026-06-14 19:39:16,12.929053,77.622395,107.91,-4.658,3534.0,102.2
2026-06-14 19:39:17,12.928704,77.622164,78.19,-29.533,3118.0,93.4
2026-06-14 19:39:18,12.928355,77.622039,78.51,0.226,3110.0,93.1
2026-06-14 19:39:19,12.927966,77.621903,95.74,17.278,2411.0,99.6
2026-06-14 19:39:20,12.927501,77.621837,106.43,-3.948,3315.0,98.6
2026-06-14 19:39:21,12.92719,77.621701,91.3,-14.909,3638.0,96.7
2026-06-14 19:39:22,12.92674,77.621575,81.95,-4.452,2690.0,99.4
2026-06-14 19:39:23,12.926376,77.621433,82.77,0.94,2790.0,94.9
2026-06-14 19:39:24,12.926002,77.621246,93.96,11.286,3035.0,94.3
2026-06-14 19:39:25,12.925653,77.621149,109.27,15.177,3358.0,93.3
2026-06-14 19:39:26,12.92523,77.621034,106.28,-2.935,4208.0,102.6
2026-06-14 19:39:27,12.924836,77.620904,106.05,-0.347,3201.0,92.5
2026-06-14 19:39:28,12.924448,77.620778,101.05,-4.964,3283.0,95.4
2026-06-14 19:39:29,12.924179,77.620571,96.02,-4.133,2662.0,92.2
2026-06-14 19:39:30,12.923766,77.620525,82.72,-3.129,2241.0,96.1
2026-06-14 19:39:31,12.923271,77.620424,88.48,5.873,2729.0,94.4
2026-06-14 19:39:32,12.922952,77.620191,73.55,-14.948,2698.0,98.2
2026-06-14 19:39:33,12.922552,77.619992,52.87,-20.757,2469.0,94.8
2026-06-14 19:39:34,12.922176,77.619969,67.04,14.312,2545.0,97.0
2026-06-14 19:39:35,12.921841,77.61979,70.19,3.35,2621.0,99.4
2026-06-14 19:39:36,12.921521,77.619584,76.78,6.502,2742.0,99.7
2026-06-14 19:39:37,12.921157,77.619525,91.39,14.49,3072.0,96.3
2026-06-14 19:39:38,12.92077,77.619348,96.93,5.563,3490.0,97.5
2026-06-14 19:39:39,12.920444,77.619206,93.61,-5.246,3631.0,99.7
2026-06-14 19:39:40,12.920125,77.619007,67.03,-26.645,1327.0,99.0
2026-06-14 19:39:41,12.919823,77.618895,73.03,5.994,2458.0,94.5
2026-06-14 19:39:42,12.919554,77.618722,78.56,-4.315,2228.0,100.0
2026-06-14 19:39:43,12.919162,77.618577,84.34,5.866,2403.0,96.7
2026-06-14 19:39:44,12.918825,77.61846,92.46,7.861,3439.0,95.3
2026-06-14 19:39:45,12.918471,77.618284,100.92,8.614,2970.0,97.7
2026-06-14 19:39:46,12.918099,77.618191,98.81,-1.938,3378.0,99.4
2026-06-14 19:39:47,12.917819,77.617975,94.69,-3.063,3305.0,101.2
2026-06-14 19:39:48,12.917444,77.617806,84.05,-10.664,2984.0,96.7
2026-06-14 19:39:49,12.917131,77.617644,85.61,1.65,2517.0,97.0
2026-06-14 19:39:50,12.91684,77.617533,93.18,7.608,3145.0,98.1
2026-06-14 19:39:51,12.916395,77.617371,99.64,6.773,2479.0,93.5
2026-06-14 19:39:52,12.916021,77.617198,109.85,10.246,3803.0,101.2
2026-06-14 19:39:53,12.915713,77.617086,110.27,0.284,3199.0,93.3
2026-06-14 19:39:54,12.915459,77.616849,77.25,-32.788,3338.0,102.0
2026-06-14 19:39:55,12.915161,77.616754,76.27,-1.266,2896.0,92.9
2026-06-14 19:39:56,12.914819,77.616639,54.59,-21.712,2059.0,92.6
2026-06-14 19:39:57,12.914426,77.616518,48.0,-6.621,1685.0,91.8
2026-06-14 19:39:58,12.914147,77.616339,75.98,27.928,2216.0,98.3
2026-06-14 19:39:59,12.913749,77.616205,73.43,-2.484,3120.0,100.9
2026-06-14 19:40:00,12.913507,77.616006,91.77,18.541,3140.0,92.4
2026-06-14 19:40:01,12.913119,77.615921,105.48,13.569,3214.0,92.6
2026-06-14 19:40:02,12.912732,77.615691,93.19,-12.217,4038.0,100.5
2026-06-14 19:40:03,12.912479,77.6156,85.31,-8.129,2501.0,100.0
