timestamp,latitude,longitude,speed,acceleration,rpm,engine_temperature
2026-06-14 10:07:00,28.631465,77.216715,71.55,1.609,2607.0,90.2
2026-06-14 10:07:01,28.631387,77.21694,71.32,-0.232,2545.0,93.2
2026-06-14 10:07:02,28.631461,77.217334,78.02,6.517,2521.0,91.3
2026-06-14 10:07:03,28.63136,77.217554,64.88,-13.188,2861.0,92.2
2026-06-14 10:07:04,28.6313,77.217825,68.09,3.05,2690.0,90.6
2026-06-14 10:07:05,28.631194,77.218141,67.98,0.018,2097.0,91.5
2026-06-14 10:07:06,28.631203,77.218432,61.51,-6.277,2344.0,90.9
2026-06-14 10:07:07,28.631127,77.21882,50.84,-3.527,1894.0,91.0
2026-06-14 10:07:08,28.631041,77.219028,55.82,4.903,2059.0,89.7
2026-06-14 10:07:09,28.631061,77.219335,63.52,7.655,2621.0,88.4
2026-06-14 10:07:10,28.631006,77.219617,45.03,-18.749,1661.0,88.7
2026-06-14 10:07:11,28.630904,77.219856,50.01,4.763,2013.0,93.9
2026-06-14 10:07:12,28.630838,77.220214,52.05,2.011,2176.0,91.4
2026-06-14 10:07:13,28.630831,77.220492,50.23,-1.751,2121.0,88.6
2026-06-14 10:07:14,28.630781,77.220843,54.9,4.576,1928.0,91.9
2026-06-14 10:07:15,28.630714,77.221034,65.16,10.219,2462.0,95.5
2026-06-14 10:07:16,28.630745,77.221329,58.92,-6.242,1973.0,90.1
2026-06-14 10:07:17,28.630637,77.221577,70.0,10.795,1747.0,92.2
2026-06-14 10:07:18,28.630569,77.221916,74.15,4.22,2518.0,95.0
2026-06-14 10:07:19,28.630573,77.222244,74.47,0.216,2619.0,90.0
2026-06-14 10:07:20,28.630508,77.222465,64.32,-10.123,2456.0,93.0
2026-06-14 10:07:21,28.630442,77.222811,75.86,11.777,2441.0,92.6
2026-06-14 10:07:22,28.630308,77.223051,74.17,-1.667,2635.0,95.7
2026-06-14 10:07:23,28.630295,77.22336,77.41,3.172,2143.0,93.6
2026-06-14 10:07:24,28.630233,77.223635,75.8,-1.785,2695.0,95.0
2026-06-14 10:07:25,28.63025,77.223922,71.6,-4.066,2603.0,91.0
2026-06-14 10:07:26,28.630136,77.224206,73.53,1.84,2030.0,93.6
2026-06-14 10:07:27,28.63008,77.22452,75.39,1.907,2273.0,91.9
2026-06-14 10:07:28,28.63006,77.224852,77.69,2.364,2749.0,89.7
2026-06-14 10:07:29,28.629982,77.225102,72.49,-5.082,2182.0,88.3
2026-06-14 10:07:30,28.629941,77.225424,72.32,-0.156,2808.0,92.7
2026-06-14 10:07:31,28.629878,77.225615,68.61,-3.669,2355.0,94.3
2026-06-14 10:07:32,28.62978,77.226006,61.95,-6.879,2274.0,88.1
2026-06-14 10:07:33,28.629772,77.226309,64.61,2.755,2310.0,95.5
2026-06-14 10:07:34,28.629767,77.226548,53.87,-10.688,2281.0,92.0
2026-06-14 10:07:35,28.62969,77.226877,61.18,7.203,2633.0,89.9
2026-06-14 10:07:36,28.629635,77.227143,59.85,-1.351,2410.0,88.9
2026-06-14 10:07:37,28.629569,77.227454,55.97,-4.197,3118.0,90.8
2026-06-14 10:07:38,28.629549,77.227724,56.69,-2.012,2258.0,94.2
2026-06-14 10:07:39,28.629467,77.228075,62.9,-1.951,2331.0,91.6
2026-06-14 10:07:40,28.62946,77.228282,68.26,5.388,2235.0,95.1
2026-06-14 10:07:41,28.629393,77.228569,62.06,-2.794,1958.0,88.8
2026-06-14 10:07:42,28.62924,77.22888,44.21,-17.638,2271.0,91.3
2026-06-14 10:07:43,28.629304,77.229145,47.29,2.661,1723.0,91.3
2026-06-14 10:07:44,28.629199,77.229474,52.15,5.008,1780.0,92.7
2026-06-14 10:07:45,28.629195,77.229705,54.58,2.364,1987.0,91.4
2026-06-14 10:07:46,28.629181,77.230031,57.7,3.154,2319.0,92.0
2026-06-14 10:07:47,28.629077,77.230314,73.39,15.846,2553.0,91.7
